File,Function Name,Line Start,Line End,Function Type
CWE467_Use_of_sizeof_on_Pointer_Type/CWE467_Use_of_sizeof_on_Pointer_Type__short_08.c,staticReturnsFalse,26,29,OTHER
CWE467_Use_of_sizeof_on_Pointer_Type/CWE467_Use_of_sizeof_on_Pointer_Type__short_08.c,CWE467_Use_of_sizeof_on_Pointer_Type__short_08_bad,33,46,BAD
CWE467_Use_of_sizeof_on_Pointer_Type/CWE467_Use_of_sizeof_on_Pointer_Type__short_08.c,good2,74,87,GOOD
CWE467_Use_of_sizeof_on_Pointer_Type/CWE467_Use_of_sizeof_on_Pointer_Type__short_08.c,staticReturnsTrue,21,24,OTHER
CWE467_Use_of_sizeof_on_Pointer_Type/CWE467_Use_of_sizeof_on_Pointer_Type__short_08.c,good1,53,71,GOOD
CWE467_Use_of_sizeof_on_Pointer_Type/CWE467_Use_of_sizeof_on_Pointer_Type__short_09.c,CWE467_Use_of_sizeof_on_Pointer_Type__short_09_good,76,80,GOOD
CWE467_Use_of_sizeof_on_Pointer_Type/CWE467_Use_of_sizeof_on_Pointer_Type__short_09.c,good2,61,74,GOOD
CWE467_Use_of_sizeof_on_Pointer_Type/CWE467_Use_of_sizeof_on_Pointer_Type__short_09.c,good1,40,58,GOOD
CWE467_Use_of_sizeof_on_Pointer_Type/CWE467_Use_of_sizeof_on_Pointer_Type__short_09.c,CWE467_Use_of_sizeof_on_Pointer_Type__short_09_bad,20,33,BAD
CWE467_Use_of_sizeof_on_Pointer_Type/CWE467_Use_of_sizeof_on_Pointer_Type__short_10.c,CWE467_Use_of_sizeof_on_Pointer_Type__short_10_bad,20,33,BAD
CWE467_Use_of_sizeof_on_Pointer_Type/CWE467_Use_of_sizeof_on_Pointer_Type__short_10.c,CWE467_Use_of_sizeof_on_Pointer_Type__short_10_good,76,80,GOOD
CWE467_Use_of_sizeof_on_Pointer_Type/CWE467_Use_of_sizeof_on_Pointer_Type__short_10.c,good2,61,74,GOOD
CWE467_Use_of_sizeof_on_Pointer_Type/CWE467_Use_of_sizeof_on_Pointer_Type__short_10.c,good1,40,58,GOOD
CWE467_Use_of_sizeof_on_Pointer_Type/CWE467_Use_of_sizeof_on_Pointer_Type__short_11.c,CWE467_Use_of_sizeof_on_Pointer_Type__short_11_good,76,80,GOOD
CWE467_Use_of_sizeof_on_Pointer_Type/CWE467_Use_of_sizeof_on_Pointer_Type__short_11.c,CWE467_Use_of_sizeof_on_Pointer_Type__short_11_bad,20,33,BAD
CWE467_Use_of_sizeof_on_Pointer_Type/CWE467_Use_of_sizeof_on_Pointer_Type__short_11.c,good2,61,74,GOOD
CWE467_Use_of_sizeof_on_Pointer_Type/CWE467_Use_of_sizeof_on_Pointer_Type__short_11.c,good1,40,58,GOOD
CWE467_Use_of_sizeof_on_Pointer_Type/CWE467_Use_of_sizeof_on_Pointer_Type__short_12.c,CWE467_Use_of_sizeof_on_Pointer_Type__short_12_bad,20,44,BAD
CWE467_Use_of_sizeof_on_Pointer_Type/CWE467_Use_of_sizeof_on_Pointer_Type__short_12.c,good1,51,75,GOOD
CWE467_Use_of_sizeof_on_Pointer_Type/CWE467_Use_of_sizeof_on_Pointer_Type__short_12.c,CWE467_Use_of_sizeof_on_Pointer_Type__short_12_good,77,80,GOOD
CWE467_Use_of_sizeof_on_Pointer_Type/CWE467_Use_of_sizeof_on_Pointer_Type__short_13.c,CWE467_Use_of_sizeof_on_Pointer_Type__short_13_bad,20,33,BAD
CWE467_Use_of_sizeof_on_Pointer_Type/CWE467_Use_of_sizeof_on_Pointer_Type__short_13.c,CWE467_Use_of_sizeof_on_Pointer_Type__short_13_good,76,80,GOOD
CWE467_Use_of_sizeof_on_Pointer_Type/CWE467_Use_of_sizeof_on_Pointer_Type__short_13.c,good2,61,74,GOOD
CWE467_Use_of_sizeof_on_Pointer_Type/CWE467_Use_of_sizeof_on_Pointer_Type__short_13.c,good1,40,58,GOOD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__struct_21.c,badSink,27,34,BAD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__struct_02.c,CWE476_NULL_Pointer_Dereference__struct_02_bad,24,37,BAD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__wchar_t_21.c,badSink,27,35,BAD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__wchar_t_33.cpp,bad,27,39,BAD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__wchar_t_15.c,CWE476_NULL_Pointer_Dereference__wchar_t_15_bad,24,50,BAD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__struct_21.c,CWE476_NULL_Pointer_Dereference__struct_21_bad,36,43,BAD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__struct_01.c,CWE476_NULL_Pointer_Dereference__struct_01_bad,24,31,BAD
CWE467_Use_of_sizeof_on_Pointer_Type/CWE467_Use_of_sizeof_on_Pointer_Type__short_14.c,CWE467_Use_of_sizeof_on_Pointer_Type__short_14_bad,20,33,BAD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__null_check_after_deref_18.c,CWE476_NULL_Pointer_Dereference__null_check_after_deref_18_bad,20,36,BAD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__null_check_after_deref_17.c,CWE476_NULL_Pointer_Dereference__null_check_after_deref_17_bad,20,38,BAD
CWE467_Use_of_sizeof_on_Pointer_Type/CWE467_Use_of_sizeof_on_Pointer_Type__short_14.c,CWE467_Use_of_sizeof_on_Pointer_Type__short_14_good,76,80,GOOD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__null_check_after_deref_14.c,CWE476_NULL_Pointer_Dereference__null_check_after_deref_14_bad,20,37,BAD
CWE467_Use_of_sizeof_on_Pointer_Type/CWE467_Use_of_sizeof_on_Pointer_Type__short_14.c,good2,61,74,GOOD
CWE467_Use_of_sizeof_on_Pointer_Type/CWE467_Use_of_sizeof_on_Pointer_Type__short_14.c,good1,40,58,GOOD
CWE467_Use_of_sizeof_on_Pointer_Type/CWE467_Use_of_sizeof_on_Pointer_Type__short_15.c,CWE467_Use_of_sizeof_on_Pointer_Type__short_15_good,89,93,GOOD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__null_check_after_deref_13.c,CWE476_NULL_Pointer_Dereference__null_check_after_deref_13_bad,20,37,BAD
CWE467_Use_of_sizeof_on_Pointer_Type/CWE467_Use_of_sizeof_on_Pointer_Type__short_15.c,CWE467_Use_of_sizeof_on_Pointer_Type__short_15_bad,20,39,BAD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_value_int_84_bad.cpp,CWE563_Unused_Variable__unused_value_int_84_bad,24,29,BAD
CWE467_Use_of_sizeof_on_Pointer_Type/CWE467_Use_of_sizeof_on_Pointer_Type__short_15.c,good2,68,87,GOOD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__null_check_after_deref_13.c,CWE476_NULL_Pointer_Dereference__null_check_after_deref_13_bad,20,37,BAD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__null_check_after_deref_18.c,CWE476_NULL_Pointer_Dereference__null_check_after_deref_18_bad,20,36,BAD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__wchar_t_31.c,CWE476_NULL_Pointer_Dereference__wchar_t_31_bad,24,36,BAD
CWE467_Use_of_sizeof_on_Pointer_Type/CWE467_Use_of_sizeof_on_Pointer_Type__short_15.c,good1,46,65,GOOD
CWE467_Use_of_sizeof_on_Pointer_Type/CWE467_Use_of_sizeof_on_Pointer_Type__short_16.c,CWE467_Use_of_sizeof_on_Pointer_Type__short_16_bad,20,34,BAD
CWE467_Use_of_sizeof_on_Pointer_Type/CWE467_Use_of_sizeof_on_Pointer_Type__short_16.c,CWE467_Use_of_sizeof_on_Pointer_Type__short_16_good,57,60,GOOD
CWE467_Use_of_sizeof_on_Pointer_Type/CWE467_Use_of_sizeof_on_Pointer_Type__short_16.c,good1,41,55,GOOD
CWE467_Use_of_sizeof_on_Pointer_Type/CWE467_Use_of_sizeof_on_Pointer_Type__short_17.c,CWE467_Use_of_sizeof_on_Pointer_Type__short_17_good,57,60,GOOD
CWE467_Use_of_sizeof_on_Pointer_Type/CWE467_Use_of_sizeof_on_Pointer_Type__short_17.c,CWE467_Use_of_sizeof_on_Pointer_Type__short_17_bad,20,34,BAD
CWE467_Use_of_sizeof_on_Pointer_Type/CWE467_Use_of_sizeof_on_Pointer_Type__short_17.c,good1,41,55,GOOD
CWE467_Use_of_sizeof_on_Pointer_Type/CWE467_Use_of_sizeof_on_Pointer_Type__short_18.c,CWE467_Use_of_sizeof_on_Pointer_Type__short_18_bad,20,32,BAD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__class_41.cpp,badSink,25,31,BAD
CWE467_Use_of_sizeof_on_Pointer_Type/CWE467_Use_of_sizeof_on_Pointer_Type__short_18.c,good1,39,51,GOOD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__null_check_after_deref_18.c,CWE476_NULL_Pointer_Dereference__null_check_after_deref_18_bad,20,36,BAD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__wchar_t_41.c,badSink,24,29,BAD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__struct_15.c,CWE476_NULL_Pointer_Dereference__struct_15_bad,24,49,BAD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__null_check_after_deref_14.c,CWE476_NULL_Pointer_Dereference__null_check_after_deref_14_bad,20,37,BAD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_01.c,CWE482_Comparing_Instead_of_Assigning__basic_01_good,48,51,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_01.c,good1,36,46,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_01.c,CWE482_Comparing_Instead_of_Assigning__basic_01_bad,20,30,BAD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_02.c,CWE482_Comparing_Instead_of_Assigning__basic_02_good,76,80,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_02.c,good2,61,74,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_02.c,good1,40,58,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_02.c,CWE482_Comparing_Instead_of_Assigning__basic_02_bad,20,33,BAD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_03.c,CWE482_Comparing_Instead_of_Assigning__basic_03_good,76,80,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_03.c,good2,61,74,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_03.c,good1,40,58,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_03.c,CWE482_Comparing_Instead_of_Assigning__basic_03_bad,20,33,BAD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_04.c,CWE482_Comparing_Instead_of_Assigning__basic_04_bad,26,39,BAD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_04.c,CWE482_Comparing_Instead_of_Assigning__basic_04_good,82,86,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_04.c,good2,67,80,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_04.c,good1,46,64,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_05.c,CWE482_Comparing_Instead_of_Assigning__basic_05_good,82,86,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_05.c,CWE482_Comparing_Instead_of_Assigning__basic_05_bad,26,39,BAD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_05.c,good2,67,80,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_05.c,good1,46,64,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_06.c,CWE482_Comparing_Instead_of_Assigning__basic_06_bad,25,38,BAD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_06.c,good2,66,79,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_06.c,good1,45,63,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_06.c,CWE482_Comparing_Instead_of_Assigning__basic_06_good,81,85,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_07.c,CWE482_Comparing_Instead_of_Assigning__basic_07_bad,25,38,BAD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_07.c,CWE482_Comparing_Instead_of_Assigning__basic_07_good,81,85,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_07.c,good2,66,79,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_07.c,good1,45,63,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_08.c,CWE482_Comparing_Instead_of_Assigning__basic_08_good,89,93,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_08.c,staticReturnsFalse,26,29,OTHER
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_08.c,CWE482_Comparing_Instead_of_Assigning__basic_08_bad,33,46,BAD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_08.c,good2,74,87,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_08.c,staticReturnsTrue,21,24,OTHER
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_08.c,good1,53,71,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_09.c,CWE482_Comparing_Instead_of_Assigning__basic_09_bad,20,33,BAD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_09.c,CWE482_Comparing_Instead_of_Assigning__basic_09_good,76,80,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_09.c,good2,61,74,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_09.c,good1,40,58,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_10.c,CWE482_Comparing_Instead_of_Assigning__basic_10_good,76,80,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_10.c,CWE482_Comparing_Instead_of_Assigning__basic_10_bad,20,33,BAD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_10.c,good2,61,74,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_10.c,good1,40,58,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_11.c,CWE482_Comparing_Instead_of_Assigning__basic_11_good,76,80,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_11.c,good2,61,74,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_11.c,CWE482_Comparing_Instead_of_Assigning__basic_11_bad,20,33,BAD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_11.c,good1,40,58,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_12.c,CWE482_Comparing_Instead_of_Assigning__basic_12_good,77,80,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_12.c,good1,51,75,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_12.c,CWE482_Comparing_Instead_of_Assigning__basic_12_bad,20,44,BAD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_13.c,CWE482_Comparing_Instead_of_Assigning__basic_13_bad,20,33,BAD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_13.c,CWE482_Comparing_Instead_of_Assigning__basic_13_good,76,80,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_13.c,good2,61,74,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_13.c,good1,40,58,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_14.c,CWE482_Comparing_Instead_of_Assigning__basic_14_good,76,80,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_14.c,good2,61,74,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_14.c,good1,40,58,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_14.c,CWE482_Comparing_Instead_of_Assigning__basic_14_bad,20,33,BAD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_15.c,CWE482_Comparing_Instead_of_Assigning__basic_15_good,89,93,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_15.c,good2,68,87,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_15.c,good1,46,65,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_15.c,CWE482_Comparing_Instead_of_Assigning__basic_15_bad,20,39,BAD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_16.c,CWE482_Comparing_Instead_of_Assigning__basic_16_good,57,60,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_16.c,good1,41,55,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_16.c,CWE482_Comparing_Instead_of_Assigning__basic_16_bad,20,34,BAD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_17.c,CWE482_Comparing_Instead_of_Assigning__basic_17_good,57,60,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_17.c,good1,41,55,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_17.c,CWE482_Comparing_Instead_of_Assigning__basic_17_bad,20,34,BAD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_18.c,good1,39,51,GOOD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_18.c,CWE482_Comparing_Instead_of_Assigning__basic_18_bad,20,32,BAD
CWE482_Comparing_Instead_of_Assigning/CWE482_Comparing_Instead_of_Assigning__basic_18.c,CWE482_Comparing_Instead_of_Assigning__basic_18_good,53,56,GOOD
CWE561_Dead_Code/CWE561_Dead_Code__return_before_code_01.c,CWE561_Dead_Code__return_before_code_01_bad,10,15,BAD
CWE561_Dead_Code/CWE561_Dead_Code__return_before_code_01.c,CWE561_Dead_Code__return_before_code_01_good,28,31,GOOD
CWE561_Dead_Code/CWE561_Dead_Code__return_before_code_01.c,good1,21,26,GOOD
CWE561_Dead_Code/CWE561_Dead_Code__unused_function_01.c,helperBad,12,15,BAD
CWE561_Dead_Code/CWE561_Dead_Code__unused_function_01.c,CWE561_Dead_Code__unused_function_01_bad,17,20,BAD
CWE561_Dead_Code/CWE561_Dead_Code__unused_function_01.c,helperGood1,27,30,GOOD
CWE561_Dead_Code/CWE561_Dead_Code__unused_function_01.c,good1,32,36,GOOD
CWE561_Dead_Code/CWE561_Dead_Code__unused_function_01.c,CWE561_Dead_Code__unused_function_01_good,38,41,GOOD
CWE562_Return_of_Stack_Variable_Address/CWE562_Return_of_Stack_Variable_Address__return_buf_01.c,CWE562_Return_of_Stack_Variable_Address__return_buf_01_good,47,50,GOOD
CWE562_Return_of_Stack_Variable_Address/CWE562_Return_of_Stack_Variable_Address__return_buf_01.c,helperBad,12,18,BAD
CWE562_Return_of_Stack_Variable_Address/CWE562_Return_of_Stack_Variable_Address__return_buf_01.c,helperGood1,30,40,GOOD
CWE562_Return_of_Stack_Variable_Address/CWE562_Return_of_Stack_Variable_Address__return_buf_01.c,good1,42,45,GOOD
CWE562_Return_of_Stack_Variable_Address/CWE562_Return_of_Stack_Variable_Address__return_buf_01.c,CWE562_Return_of_Stack_Variable_Address__return_buf_01_bad,20,23,BAD
CWE562_Return_of_Stack_Variable_Address/CWE562_Return_of_Stack_Variable_Address__return_local_class_member_01.cpp,helperBad,33,39,BAD
CWE562_Return_of_Stack_Variable_Address/CWE562_Return_of_Stack_Variable_Address__return_local_class_member_01.cpp,bad,41,44,BAD
CWE562_Return_of_Stack_Variable_Address/CWE562_Return_of_Stack_Variable_Address__return_local_class_member_01.cpp,HelperClass,19,23,OTHER
CWE562_Return_of_Stack_Variable_Address/CWE562_Return_of_Stack_Variable_Address__return_local_class_member_01.cpp,helperGood1,51,61,GOOD
CWE562_Return_of_Stack_Variable_Address/CWE562_Return_of_Stack_Variable_Address__return_local_class_member_01.cpp,good1,63,66,GOOD
CWE562_Return_of_Stack_Variable_Address/CWE562_Return_of_Stack_Variable_Address__return_local_class_member_01.cpp,good,68,71,GOOD
CWE562_Return_of_Stack_Variable_Address/CWE562_Return_of_Stack_Variable_Address__return_local_class_member_01.cpp,getIntArray,25,28,OTHER
CWE562_Return_of_Stack_Variable_Address/CWE562_Return_of_Stack_Variable_Address__return_pointer_buf_01.c,helperBad,12,21,BAD
CWE562_Return_of_Stack_Variable_Address/CWE562_Return_of_Stack_Variable_Address__return_pointer_buf_01.c,CWE562_Return_of_Stack_Variable_Address__return_pointer_buf_01_bad,23,26,BAD
CWE562_Return_of_Stack_Variable_Address/CWE562_Return_of_Stack_Variable_Address__return_pointer_buf_01.c,helperGood1,33,46,GOOD
CWE562_Return_of_Stack_Variable_Address/CWE562_Return_of_Stack_Variable_Address__return_pointer_buf_01.c,CWE562_Return_of_Stack_Variable_Address__return_pointer_buf_01_good,53,56,GOOD
CWE562_Return_of_Stack_Variable_Address/CWE562_Return_of_Stack_Variable_Address__return_pointer_buf_01.c,good1,48,51,GOOD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__global_01.c,CWE570_Expression_Always_False__global_01_bad,10,17,BAD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__global_01.c,CWE570_Expression_Always_False__global_01_good,33,36,GOOD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__global_01.c,good1,24,31,GOOD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__global_const_01.c,CWE570_Expression_Always_False__global_const_01_bad,10,17,BAD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__global_const_01.c,CWE570_Expression_Always_False__global_const_01_good,33,36,GOOD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__global_const_01.c,good1,24,31,GOOD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__global_const_five_01.c,CWE570_Expression_Always_False__global_const_five_01_good,33,36,GOOD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__global_const_five_01.c,CWE570_Expression_Always_False__global_const_five_01_bad,10,17,BAD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__global_const_five_01.c,good1,24,31,GOOD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__global_five_01.c,CWE570_Expression_Always_False__global_five_01_bad,10,17,BAD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__global_five_01.c,good1,24,31,GOOD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__global_five_01.c,CWE570_Expression_Always_False__global_five_01_good,33,36,GOOD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__global_return_01.c,CWE570_Expression_Always_False__global_return_01_good,33,36,GOOD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__global_return_01.c,CWE570_Expression_Always_False__global_return_01_bad,10,17,BAD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__global_return_01.c,good1,24,31,GOOD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__n_equal_n_minus_one_01.c,CWE570_Expression_Always_False__n_equal_n_minus_one_01_bad,10,19,BAD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__n_equal_n_minus_one_01.c,CWE570_Expression_Always_False__n_equal_n_minus_one_01_good,39,42,GOOD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__n_equal_n_minus_one_01.c,good1,26,37,GOOD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__n_less_int_min_01.c,good1,27,37,GOOD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__n_less_int_min_01.c,CWE570_Expression_Always_False__n_less_int_min_01_bad,10,20,BAD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__n_less_int_min_01.c,CWE570_Expression_Always_False__n_less_int_min_01_good,39,42,GOOD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__static_01.c,good1,26,33,GOOD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__static_01.c,CWE570_Expression_Always_False__static_01_bad,12,19,BAD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__static_01.c,CWE570_Expression_Always_False__static_01_good,35,38,GOOD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__static_const_01.c,CWE570_Expression_Always_False__static_const_01_bad,12,19,BAD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__static_const_01.c,good1,26,33,GOOD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__static_const_01.c,CWE570_Expression_Always_False__static_const_01_good,35,38,GOOD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__static_const_five_01.c,CWE570_Expression_Always_False__static_const_five_01_bad,12,19,BAD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__static_const_five_01.c,CWE570_Expression_Always_False__static_const_five_01_good,35,38,GOOD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__static_const_five_01.c,good1,26,33,GOOD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__static_five_01.c,CWE570_Expression_Always_False__static_five_01_bad,12,19,BAD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__static_five_01.c,CWE570_Expression_Always_False__static_five_01_good,35,38,GOOD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__static_five_01.c,good1,26,33,GOOD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__static_return_01.c,staticReturnsFalse,8,11,OTHER
CWE570_Expression_Always_False/CWE570_Expression_Always_False__static_return_01.c,CWE570_Expression_Always_False__static_return_01_good,38,41,GOOD
