File,Function Name,Line Start,Line End,Function Type
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_value_wchar_t_72b.cpp,badSink,30,37,BAD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_value_wchar_t_72b.cpp,goodG2BSink,44,50,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__wchar_t_puts_05.c,CWE252_Unchecked_Return_Value__wchar_t_puts_05_good,80,84,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__wchar_t_puts_05.c,good2,68,78,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__wchar_t_puts_05.c,good1,50,65,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__wchar_t_puts_05.c,CWE252_Unchecked_Return_Value__wchar_t_puts_05_bad,36,43,BAD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__wchar_t_fwrite_14.c,good2,56,66,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__wchar_t_fwrite_14.c,good1,38,53,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__wchar_t_fwrite_14.c,CWE252_Unchecked_Return_Value__wchar_t_fwrite_14_bad,24,31,BAD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__wchar_t_fwrite_14.c,CWE252_Unchecked_Return_Value__wchar_t_fwrite_14_good,68,72,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_array_long_11.cpp,goodG2B2,149,172,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_array_long_11.cpp,goodB2G1,57,87,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_array_long_11.cpp,bad,26,50,BAD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_array_long_11.cpp,good,174,180,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_array_long_11.cpp,goodB2G2,90,115,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_array_long_11.cpp,goodG2B1,118,146,GOOD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__int64_t_alloca_use_05.c,good2,66,81,GOOD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__int64_t_alloca_use_05.c,CWE758_Undefined_Behavior__int64_t_alloca_use_05_bad,26,36,BAD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__int64_t_alloca_use_05.c,good1,43,63,GOOD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__int64_t_alloca_use_05.c,CWE758_Undefined_Behavior__int64_t_alloca_use_05_good,83,87,GOOD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__int_53b.c,CWE476_NULL_Pointer_Dereference__int_53b_goodB2GSink,47,50,GOOD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__int_53b.c,CWE476_NULL_Pointer_Dereference__int_53b_badSink,27,30,BAD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__int_53b.c,CWE476_NULL_Pointer_Dereference__int_53b_goodG2BSink,39,42,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__char_putchar_07.c,CWE252_Unchecked_Return_Value__char_putchar_07_bad,29,36,BAD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__char_putchar_07.c,good2,61,71,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__char_putchar_07.c,good1,43,58,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__char_putchar_07.c,CWE252_Unchecked_Return_Value__char_putchar_07_good,73,77,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__char_fwrite_15.c,CWE252_Unchecked_Return_Value__char_fwrite_15_good,81,85,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__char_fwrite_15.c,CWE252_Unchecked_Return_Value__char_fwrite_15_bad,24,37,BAD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__char_fwrite_15.c,good2,63,79,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__char_fwrite_15.c,good1,44,60,GOOD
CWE775_Missing_Release_of_File_Descriptor_or_Handle/CWE775_Missing_Release_of_File_Descriptor_or_Handle__fopen_no_close_44.c,goodB2GSink,44,51,GOOD
CWE775_Missing_Release_of_File_Descriptor_or_Handle/CWE775_Missing_Release_of_File_Descriptor_or_Handle__fopen_no_close_44.c,badSink,21,25,BAD
CWE775_Missing_Release_of_File_Descriptor_or_Handle/CWE775_Missing_Release_of_File_Descriptor_or_Handle__fopen_no_close_44.c,CWE775_Missing_Release_of_File_Descriptor_or_Handle__fopen_no_close_44_bad,27,37,BAD
CWE775_Missing_Release_of_File_Descriptor_or_Handle/CWE775_Missing_Release_of_File_Descriptor_or_Handle__fopen_no_close_44.c,goodB2G,53,61,GOOD
CWE775_Missing_Release_of_File_Descriptor_or_Handle/CWE775_Missing_Release_of_File_Descriptor_or_Handle__fopen_no_close_44.c,CWE775_Missing_Release_of_File_Descriptor_or_Handle__fopen_no_close_44_good,63,66,GOOD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__int_pointer_new_use_08.cpp,staticReturnsFalse,26,29,OTHER
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__int_pointer_new_use_08.cpp,bad,36,47,BAD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__int_pointer_new_use_08.cpp,good2,80,98,GOOD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__int_pointer_new_use_08.cpp,staticReturnsTrue,21,24,OTHER
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__int_pointer_new_use_08.cpp,good1,54,77,GOOD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__int_pointer_new_use_08.cpp,good,100,104,GOOD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__struct_pointer_new_use_09.cpp,bad,23,35,BAD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__struct_pointer_new_use_09.cpp,good2,70,90,GOOD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__struct_pointer_new_use_09.cpp,good1,42,67,GOOD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__struct_pointer_new_use_09.cpp,good,92,96,GOOD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__class_52a.cpp,bad,28,34,BAD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__class_52a.cpp,goodB2G,59,65,GOOD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__class_52a.cpp,goodG2B,43,54,GOOD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__class_52a.cpp,good,67,71,GOOD
CWE404_Improper_Resource_Shutdown/CWE404_Improper_Resource_Shutdown__freopen_w32CloseHandle_74a.cpp,bad,30,43,BAD
CWE404_Improper_Resource_Shutdown/CWE404_Improper_Resource_Shutdown__freopen_w32CloseHandle_74a.cpp,goodB2G,52,64,GOOD
CWE404_Improper_Resource_Shutdown/CWE404_Improper_Resource_Shutdown__freopen_w32CloseHandle_74a.cpp,good,66,69,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_array_int_43.cpp,goodB2GSource,82,94,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_array_int_43.cpp,bad,41,50,BAD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_array_int_43.cpp,badSource,27,39,BAD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_array_int_43.cpp,goodG2BSource,57,68,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_array_int_43.cpp,goodB2G,96,106,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_array_int_43.cpp,goodG2B,70,79,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_array_int_43.cpp,good,108,112,GOOD
CWE404_Improper_Resource_Shutdown/CWE404_Improper_Resource_Shutdown__freopen_w32_close_53b.c,CWE404_Improper_Resource_Shutdown__freopen_w32_close_53b_badSink,24,27,BAD
CWE404_Improper_Resource_Shutdown/CWE404_Improper_Resource_Shutdown__freopen_w32_close_53b.c,CWE404_Improper_Resource_Shutdown__freopen_w32_close_53b_goodB2GSink,36,39,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_value_char_21.c,goodB2G2Sink,80,87,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_value_char_21.c,CWE563_Unused_Variable__unused_value_char_21_good,119,124,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_value_char_21.c,goodB2G1,70,77,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_value_char_21.c,goodB2G1Sink,56,68,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_value_char_21.c,badSink,27,35,BAD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_value_char_21.c,goodG2B,109,117,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_value_char_21.c,CWE563_Unused_Variable__unused_value_char_21_bad,37,44,BAD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_value_char_21.c,goodB2G2,89,96,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_value_char_21.c,goodG2BSink,99,107,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_init_variable_int_73a.cpp,bad,32,43,BAD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_init_variable_int_73a.cpp,goodB2G,52,62,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_init_variable_int_73a.cpp,good,64,67,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__wchar_t_puts_06.c,CWE252_Unchecked_Return_Value__wchar_t_puts_06_good,79,83,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__wchar_t_puts_06.c,good2,67,77,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__wchar_t_puts_06.c,good1,49,64,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__wchar_t_puts_06.c,CWE252_Unchecked_Return_Value__wchar_t_puts_06_bad,35,42,BAD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_uninit_variable_int64_t_09.c,CWE563_Unused_Variable__unused_uninit_variable_int64_t_09_good,73,77,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_uninit_variable_int64_t_09.c,goodB2G1,41,57,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_uninit_variable_int64_t_09.c,CWE563_Unused_Variable__unused_uninit_variable_int64_t_09_bad,23,34,BAD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_uninit_variable_int64_t_09.c,goodB2G2,60,71,GOOD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__int64_t_alloca_use_04.c,CWE758_Undefined_Behavior__int64_t_alloca_use_04_bad,26,36,BAD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__int64_t_alloca_use_04.c,good2,66,81,GOOD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__int64_t_alloca_use_04.c,CWE758_Undefined_Behavior__int64_t_alloca_use_04_good,83,87,GOOD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__int64_t_alloca_use_04.c,good1,43,63,GOOD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__int_pointer_malloc_use_14.c,CWE758_Undefined_Behavior__int_pointer_malloc_use_14_bad,20,31,BAD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__int_pointer_malloc_use_14.c,CWE758_Undefined_Behavior__int_pointer_malloc_use_14_good,84,88,GOOD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__int_pointer_malloc_use_14.c,good2,64,82,GOOD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__int_pointer_malloc_use_14.c,good1,38,61,GOOD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__int_53c.c,CWE476_NULL_Pointer_Dereference__int_53c_goodG2BSink,39,42,GOOD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__int_53c.c,CWE476_NULL_Pointer_Dereference__int_53c_badSink,27,30,BAD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__int_53c.c,CWE476_NULL_Pointer_Dereference__int_53c_goodB2GSink,47,50,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__char_putchar_06.c,CWE252_Unchecked_Return_Value__char_putchar_06_good,73,77,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__char_putchar_06.c,good2,61,71,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__char_putchar_06.c,good1,43,58,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__char_putchar_06.c,CWE252_Unchecked_Return_Value__char_putchar_06_bad,29,36,BAD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__wchar_t_fwrite_15.c,CWE252_Unchecked_Return_Value__wchar_t_fwrite_15_good,81,85,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__wchar_t_fwrite_15.c,good2,63,79,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__wchar_t_fwrite_15.c,good1,44,60,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__wchar_t_fwrite_15.c,CWE252_Unchecked_Return_Value__wchar_t_fwrite_15_bad,24,37,BAD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_array_class_63b.cpp,goodB2GSink,49,56,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_array_class_63b.cpp,badSink,27,33,BAD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_array_class_63b.cpp,goodG2BSink,40,46,GOOD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__global_01.c,CWE570_Expression_Always_False__global_01_bad,10,17,BAD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__global_01.c,CWE570_Expression_Always_False__global_01_good,33,36,GOOD
CWE570_Expression_Always_False/CWE570_Expression_Always_False__global_01.c,good1,24,31,GOOD
CWE775_Missing_Release_of_File_Descriptor_or_Handle/CWE775_Missing_Release_of_File_Descriptor_or_Handle__fopen_no_close_41.c,CWE775_Missing_Release_of_File_Descriptor_or_Handle__fopen_no_close_41_bad,27,34,BAD
CWE775_Missing_Release_of_File_Descriptor_or_Handle/CWE775_Missing_Release_of_File_Descriptor_or_Handle__fopen_no_close_41.c,CWE775_Missing_Release_of_File_Descriptor_or_Handle__fopen_no_close_41_good,59,62,GOOD
CWE775_Missing_Release_of_File_Descriptor_or_Handle/CWE775_Missing_Release_of_File_Descriptor_or_Handle__fopen_no_close_41.c,goodB2GSink,40,47,GOOD
CWE775_Missing_Release_of_File_Descriptor_or_Handle/CWE775_Missing_Release_of_File_Descriptor_or_Handle__fopen_no_close_41.c,badSink,21,25,BAD
CWE775_Missing_Release_of_File_Descriptor_or_Handle/CWE775_Missing_Release_of_File_Descriptor_or_Handle__fopen_no_close_41.c,goodB2G,50,57,GOOD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__long_53b.c,CWE476_NULL_Pointer_Dereference__long_53b_goodG2BSink,39,42,GOOD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__long_53b.c,CWE476_NULL_Pointer_Dereference__long_53b_badSink,27,30,BAD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__long_53b.c,CWE476_NULL_Pointer_Dereference__long_53b_goodB2GSink,47,50,GOOD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__class_03.cpp,goodG2B2,128,148,GOOD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__class_03.cpp,goodB2G1,47,73,GOOD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__class_03.cpp,bad,25,40,BAD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__class_03.cpp,good,150,156,GOOD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__class_03.cpp,goodB2G2,76,97,GOOD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__class_03.cpp,goodG2B1,100,125,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__char_fwrite_12.c,CWE252_Unchecked_Return_Value__char_fwrite_12_good,66,69,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__char_fwrite_12.c,CWE252_Unchecked_Return_Value__char_fwrite_12_bad,24,39,BAD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__char_fwrite_12.c,good1,46,64,GOOD
CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__five_16.c,CWE398_Poor_Code_Quality__five_16_good,46,49,GOOD
CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__five_16.c,CWE398_Poor_Code_Quality__five_16_bad,20,29,BAD
CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__five_16.c,good1,36,44,GOOD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__int_malloc_use_15.c,CWE758_Undefined_Behavior__int_malloc_use_15_bad,20,37,BAD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__int_malloc_use_15.c,CWE758_Undefined_Behavior__int_malloc_use_15_good,93,97,GOOD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__int_malloc_use_15.c,good2,69,91,GOOD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__int_malloc_use_15.c,good1,44,66,GOOD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__int64_t_malloc_use_02.c,good2,62,78,GOOD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__int64_t_malloc_use_02.c,CWE758_Undefined_Behavior__int64_t_malloc_use_02_good,80,84,GOOD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__int64_t_malloc_use_02.c,good1,38,59,GOOD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__int64_t_malloc_use_02.c,CWE758_Undefined_Behavior__int64_t_malloc_use_02_bad,20,31,BAD
CWE665_Improper_Initialization/CWE665_Improper_Initialization__wchar_t_cat_67b.c,CWE665_Improper_Initialization__wchar_t_cat_67b_badSink,28,39,BAD
CWE665_Improper_Initialization/CWE665_Improper_Initialization__wchar_t_cat_67b.c,CWE665_Improper_Initialization__wchar_t_cat_67b_goodG2BSink,46,57,GOOD
CWE665_Improper_Initialization/CWE665_Improper_Initialization__wchar_t_ncat_72a.cpp,bad,32,45,BAD
CWE665_Improper_Initialization/CWE665_Improper_Initialization__wchar_t_ncat_72a.cpp,goodG2B,56,69,GOOD
CWE665_Improper_Initialization/CWE665_Improper_Initialization__wchar_t_ncat_72a.cpp,good,71,74,GOOD
CWE775_Missing_Release_of_File_Descriptor_or_Handle/CWE775_Missing_Release_of_File_Descriptor_or_Handle__fopen_no_close_53c.c,CWE775_Missing_Release_of_File_Descriptor_or_Handle__fopen_no_close_53c_badSink,24,27,BAD
CWE775_Missing_Release_of_File_Descriptor_or_Handle/CWE775_Missing_Release_of_File_Descriptor_or_Handle__fopen_no_close_53c.c,CWE775_Missing_Release_of_File_Descriptor_or_Handle__fopen_no_close_53c_goodB2GSink,36,39,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_uninit_variable_int64_t_06.c,CWE563_Unused_Variable__unused_uninit_variable_int64_t_06_bad,28,39,BAD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_uninit_variable_int64_t_06.c,goodB2G1,46,62,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_uninit_variable_int64_t_06.c,CWE563_Unused_Variable__unused_uninit_variable_int64_t_06_good,78,82,GOOD
CWE563_Unused_Variable/CWE563_Unused_Variable__unused_uninit_variable_int64_t_06.c,goodB2G2,65,76,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_array_char_62b.cpp,goodB2GSource,50,57,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_array_char_62b.cpp,badSource,27,34,BAD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_array_char_62b.cpp,goodG2BSource,41,47,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__char_putchar_05.c,CWE252_Unchecked_Return_Value__char_putchar_05_bad,30,37,BAD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__char_putchar_05.c,CWE252_Unchecked_Return_Value__char_putchar_05_good,74,78,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__char_putchar_05.c,good2,62,72,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__char_putchar_05.c,good1,44,59,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_array_struct_63b.cpp,goodB2GSink,49,56,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_array_struct_63b.cpp,badSink,27,33,BAD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_array_struct_63b.cpp,goodG2BSink,40,46,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_struct_02.cpp,goodG2B2,130,148,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_struct_02.cpp,goodB2G1,53,78,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_struct_02.cpp,bad,27,46,BAD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_struct_02.cpp,good,150,156,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_struct_02.cpp,goodB2G2,81,101,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__new_delete_struct_02.cpp,goodG2B1,104,127,GOOD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__long_53c.c,CWE476_NULL_Pointer_Dereference__long_53c_goodG2BSink,39,42,GOOD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__long_53c.c,CWE476_NULL_Pointer_Dereference__long_53c_badSink,27,30,BAD
CWE476_NULL_Pointer_Dereference/CWE476_NULL_Pointer_Dereference__long_53c.c,CWE476_NULL_Pointer_Dereference__long_53c_goodB2GSink,47,50,GOOD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__int_malloc_use_16.c,CWE758_Undefined_Behavior__int_malloc_use_16_bad,20,32,BAD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__int_malloc_use_16.c,CWE758_Undefined_Behavior__int_malloc_use_16_good,58,61,GOOD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__int_malloc_use_16.c,good1,39,56,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__char_fwrite_13.c,CWE252_Unchecked_Return_Value__char_fwrite_13_bad,24,31,BAD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__char_fwrite_13.c,CWE252_Unchecked_Return_Value__char_fwrite_13_good,68,72,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__char_fwrite_13.c,good2,56,66,GOOD
CWE252_Unchecked_Return_Value/CWE252_Unchecked_Return_Value__char_fwrite_13.c,good1,38,53,GOOD
CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__five_17.c,CWE398_Poor_Code_Quality__five_17_bad,20,29,BAD
CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__five_17.c,good1,36,44,GOOD
CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__five_17.c,CWE398_Poor_Code_Quality__five_17_good,46,49,GOOD
CWE775_Missing_Release_of_File_Descriptor_or_Handle/CWE775_Missing_Release_of_File_Descriptor_or_Handle__fopen_no_close_42.c,goodB2GSource,41,46,GOOD
CWE775_Missing_Release_of_File_Descriptor_or_Handle/CWE775_Missing_Release_of_File_Descriptor_or_Handle__fopen_no_close_42.c,CWE775_Missing_Release_of_File_Descriptor_or_Handle__fopen_no_close_42_bad,28,35,BAD
CWE775_Missing_Release_of_File_Descriptor_or_Handle/CWE775_Missing_Release_of_File_Descriptor_or_Handle__fopen_no_close_42.c,CWE775_Missing_Release_of_File_Descriptor_or_Handle__fopen_no_close_42_good,61,64,GOOD
CWE775_Missing_Release_of_File_Descriptor_or_Handle/CWE775_Missing_Release_of_File_Descriptor_or_Handle__fopen_no_close_42.c,badSource,21,26,BAD
CWE775_Missing_Release_of_File_Descriptor_or_Handle/CWE775_Missing_Release_of_File_Descriptor_or_Handle__fopen_no_close_42.c,goodB2G,49,59,GOOD
CWE665_Improper_Initialization/CWE665_Improper_Initialization__wchar_t_cat_67a.c,CWE665_Improper_Initialization__wchar_t_cat_67_good,62,65,GOOD
CWE665_Improper_Initialization/CWE665_Improper_Initialization__wchar_t_cat_67a.c,goodG2B,50,60,GOOD
CWE665_Improper_Initialization/CWE665_Improper_Initialization__wchar_t_cat_67a.c,CWE665_Improper_Initialization__wchar_t_cat_67_bad,31,41,BAD
CWE416_Use_After_Free/CWE416_Use_After_Free__malloc_free_int_09.c,goodG2B2,147,170,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__malloc_free_int_09.c,goodB2G1,55,85,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__malloc_free_int_09.c,CWE416_Use_After_Free__malloc_free_int_09_bad,24,48,BAD
CWE416_Use_After_Free/CWE416_Use_After_Free__malloc_free_int_09.c,CWE416_Use_After_Free__malloc_free_int_09_good,172,178,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__malloc_free_int_09.c,goodB2G2,88,113,GOOD
CWE416_Use_After_Free/CWE416_Use_After_Free__malloc_free_int_09.c,goodG2B1,116,144,GOOD
CWE775_Missing_Release_of_File_Descriptor_or_Handle/CWE775_Missing_Release_of_File_Descriptor_or_Handle__open_no_close_63b.c,CWE775_Missing_Release_of_File_Descriptor_or_Handle__open_no_close_63b_goodB2GSink,42,50,GOOD
CWE775_Missing_Release_of_File_Descriptor_or_Handle/CWE775_Missing_Release_of_File_Descriptor_or_Handle__open_no_close_63b.c,CWE775_Missing_Release_of_File_Descriptor_or_Handle__open_no_close_63b_badSink,30,35,BAD
CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__five_18.c,CWE398_Poor_Code_Quality__five_18_bad,20,27,BAD
CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__five_18.c,CWE398_Poor_Code_Quality__five_18_good,42,45,GOOD
CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__five_18.c,good1,34,40,GOOD
CWE775_Missing_Release_of_File_Descriptor_or_Handle/CWE775_Missing_Release_of_File_Descriptor_or_Handle__fopen_no_close_53d.c,CWE775_Missing_Release_of_File_Descriptor_or_Handle__fopen_no_close_53d_goodB2GSink,31,38,GOOD
CWE775_Missing_Release_of_File_Descriptor_or_Handle/CWE775_Missing_Release_of_File_Descriptor_or_Handle__fopen_no_close_53d.c,CWE775_Missing_Release_of_File_Descriptor_or_Handle__fopen_no_close_53d_badSink,21,25,BAD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__int64_t_malloc_use_01.c,CWE758_Undefined_Behavior__int64_t_malloc_use_01_bad,20,28,BAD
CWE758_Undefined_Behavior/CWE758_Undefined_Behavior__int64_t_malloc_use_01.c,good1,34,47,GOOD
